name,item_id,original_price,price,discount,rating,review,location,seller_name,seller_id,item_sold,item_url,image_url
"KZ Wired Earphone Cable for KZ ZSX, ZSN Pro, ZS10 Pro - With MIC",307434255,700.0,310.0,,4.27,93,Chattogram,Pixel.,1005819,583,//www.daraz.com.bd/products/kz-zsx-zsn-pro-zs10-pro-kz-i307434255.html,https://static-01.daraz.com.bd/p/660cae724a72047317ceb717fccf73f2.jpg
3.5mm Super bass In-ear earpiece earphones for all brands Compatible with Vivo Samsung Huawei Xiaomi OPPO Symphony Walton High-Quality In-ear Earphone for Vivo,233918848,200.0,90.0,,4.11,73,Dhaka,SM Trust Shop,700508325493,649,//www.daraz.com.bd/products/35mm-super-bass-in-ear-earpiece-earphones-for-all-brands-compatible-with-vivo-samsung-huawei-xiaomi-oppo-symphony-walton-high-quality-in-ear-earphone-for-vivo-i233918848.html,https://static-01.daraz.com.bd/p/f7fee4659fef3985f593770055158158.jpg
Akg Type C Super Bass Earphone With Pouch Headphone,411755119,750.0,180.0,,5.0,1,Dhaka,Shenzhen Gadgets ,700722096382,26,//www.daraz.com.bd/products/akg-c-i411755119.html,https://static-01.daraz.com.bd/p/2f0a7bf272341c286ccb6573c0a74f00.jpg
badgeQKZ DM10 HiFi Earphone In Ear Earphones,391061675,800.0,198.0,,0.0,0,Dhaka,Magura Online Shop One,700711504479,0,//www.daraz.com.bd/products/badgeqkz-dm10-hifi-i391061675.html,https://static-01.daraz.com.bd/p/f449d78d51dee27689041ab3fe67c38f.png
DM10 QKZ DM10 Zinc Alloy HiFi In Ear Earphones QKZ DM10 3.5mm Wired In-Ear Earphone- Dreamy DeaLs,391059121,500.0,193.0,,5.0,1,Dhaka,Magura Online Shop One,700711504479,0,//www.daraz.com.bd/products/dm10-qkz-dm10-hifi-qkz-dm10-35mm-i391059121.html,https://static-01.daraz.com.bd/p/c6f962843b0adfe5da76ac45e21515da.png
TRN MT1 10MM Dual Magnet Dynamic Driver Professional Grade In-Ear Monitor Earphone Transparent Earphone,368578035,1250.0,648.0,,5.0,5,Dhaka,ABIRSHOP BD,700567136385,32,//www.daraz.com.bd/products/trn-mt1-10mm-i368578035.html,https://static-01.daraz.com.bd/p/3cd179ab416ce3b33901b8562391c569.jpg
DM10 QKZ DM10 Zinc Alloy HiFi In Ear Earphones QKZ DM10 3.5mm Wired In-Ear Earphone- Dreamy DeaLs,390984563,270.0,217.0,,0.0,0,Dhaka,Magura Online Shop Two,700711664462,9,//www.daraz.com.bd/products/dm10-qkz-dm10-hifi-qkz-dm10-35mm-i390984563.html,https://static-01.daraz.com.bd/p/2f88288177349a1e8ffb07bd37eed4a3.png
REMAX RM-510 High Performance Earphones REMAX RM 510 Wired Earphone Remax RM 510 Wired In-ear Stereo Music Headset with Mic wire control function,391639884,690.0,195.0,,5.0,1,Dhaka,Magura Online Shop Eleven,700531344889,0,//www.daraz.com.bd/products/remax-rm-510-remax-rm-510-remax-rm-510-i391639884.html,https://static-01.daraz.com.bd/p/ac6eed3885504f2819e42d48ca30155e.png
Black He05X Premium Quality Neckband Lenovo Headphone 5.1V Bluetooth Extra Bass Control Noise Cancellation Neckband - Neckband - Headphone,303177740,850.0,350.0,,3.65,77,Dhaka,All Aroma & Fashion,700535955437,592,//www.daraz.com.bd/products/black-he05x-premium-quality-neckband-lenovo-headphone-51v-bluetooth-extra-bass-control-noise-cancellation-neckband-neckband-headphone-i303177740.html,https://static-01.daraz.com.bd/p/a200a77b2f45b6ed0fb4c28516169f1a.jpg
Wire Control Headset for Smartphone 3.5mm In-ear Wired Microphone Volume Control Headset Earphone - Headphone - Headphone - Ear Phone - Earphone,225596144,260.0,99.0,,4.35,160,Dhaka,SM Happy Shopping,700508829442,3.7K,//www.daraz.com.bd/products/wire-control-headset-for-smartphone-35mm-in-ear-wired-microphone-volume-control-headset-earphone-headphone-headphone-ear-phone-earphone-i225596144.html,https://static-01.daraz.com.bd/p/941ce80e532e2a2ec0b3111656125149.jpg
Remax Rm510 Touch Music Wired Earphone - Ear Phone - Headphone,344849105,999.0,279.0,,4.67,12,Dhaka,JSA Tech.,700644880040,111,//www.daraz.com.bd/products/remax-rm510-i344849105.html,https://bd-live-21.slatic.net/kf/S208e9b127a4f480693f817eeceb2d309W.jpg
Remax Earphone Rm 512 Earphone,324310378,299.0,126.0,,4.08,25,Mymensingh,A Zannat e-Sheba,700556901575,185,//www.daraz.com.bd/products/remax-rm-512-i324310378.html,https://static-01.daraz.com.bd/p/ca5af486c189bfad345104c237435849.jpg
Ear Earphone Best Bass Sound Quality For All Android - White Color | MI In Ear Earphone Good Bass Sound Quality For All Android - White Color,288646658,100.0,90.0,,3.2,45,Dhaka,UNIQ BD,700505097096,432,//www.daraz.com.bd/products/-i288646658.html,https://static-01.daraz.com.bd/p/b1e5144bd21540cda937b4cad50cb71d.jpg
DM10 QKZ DM10 Zinc Alloy HiFi In Ear Earphones QKZ DM10 3.5mm Wired In-Ear Earphone- Dreamy DeaLs,391487052,500.0,198.0,,0.0,0,Dhaka,Magura Online Shop Twelve,700560531153,0,//www.daraz.com.bd/products/dm10-qkz-dm10-hifi-qkz-dm10-35mm-i391487052.html,https://static-01.daraz.com.bd/p/04dc854ded89dc4196c98100fe992f33.png
QKZ DM7 In-Ear Earphone,325929295,390.0,299.0,,4.0,2,Dhaka,Apearis,700579552052,18,//www.daraz.com.bd/products/qkz-dm7-in-ear-earphone-i325929295.html,https://static-01.daraz.com.bd/p/2c2a43cce758fbb1087e5f42666a8981.png
QKZ DM10 Zinc Alloy Metal Earphone - Black,387241763,2500.0,660.0,,0.0,0,Dhaka,Amazing Gadget Shop,700705040136,0,//www.daraz.com.bd/products/qkz-dm10-i387241763.html,https://static-01.daraz.com.bd/p/8ac430553abc0153d6a5f972dc1ec2a6.jpg
UiiSii CX Type-C In-Ear Dynamic Headset with Microphone For Type-C Earphone Jack Smartphones - Ear Phone - Headphone - Headphone SK Bazar gadgets,388634501,650.0,345.0,,0.0,0,Dhaka,SK BAZAR Gadget,700704768267,0,//www.daraz.com.bd/products/c-uiisii-cx-c-sk-bazar-i388634501.html,https://static-01.daraz.com.bd/p/548c8e6953192a7b805f21e7adf16adc.jpg
REMAX RM 510 Wired Earphone new unique headphone black,343168938,320.0,165.0,,3.53,15,Dhaka,Gadget in Budget Bangladesh,700578736273,175,//www.daraz.com.bd/products/remax-rm-510-i343168938.html,https://static-01.daraz.com.bd/p/541f0434d05f1ebaede8f70244bd3606.jpg
Uiisii C100 In Ear Headphones,338990052,199.0,95.0,,3.0,6,Dhaka,Apearis,700579552052,63,//www.daraz.com.bd/products/uiisii-c100-in-ear-headphones-i338990052.html,https://static-01.daraz.com.bd/p/c68872a7bcbbb8b81e4fc5a8f4099e7d.png
REMAX RM 512 High Performance Wired In Ear Earphone Stereo with Mic 3.5mm Jack with free Gift,343980724,300.0,125.0,,4.92,12,Dhaka,Click Shop - BD,700633760253,96,//www.daraz.com.bd/products/remax-rm-512-35mm-i343980724.html,https://static-01.daraz.com.bd/p/e7a231ba90ddf4870343238e9b3ffab4.jpg
Earpods 3.5mm jack Apple brand,389235466,400.0,299.0,,0.0,0,Dhaka,AMAR BAZAR 1,700704896028,0,//www.daraz.com.bd/products/35mm-i389235466.html,https://static-01.daraz.com.bd/p/955d9a4624d186257d976b3a69b9231c.jpg
QKZ DM7 Zinc allow in Ear earphone,389171939,390.0,260.0,,0.0,0,Dhaka,Perfect Telecom,700696672666,0,//www.daraz.com.bd/products/qkz-dm7-i389171939.html,https://bd-live-21.slatic.net/kf/S904f628f42cf4c799ca2e06adba1069ei.jpg
Kz Wired Earphone Cable For Kz Zsx - Zsn Pro - Zs10 Pro - With Mic - Headphone - Upgrade Kz Earphones Wired Cable Featuring Microphone,294599982,850.0,328.0,,4.23,104,Chattogram,datalink,700531314532,689,//www.daraz.com.bd/products/kz-wired-earphone-cable-for-kz-zsx-zsn-pro-zs10-pro-with-mic-headphone-upgrade-kz-earphones-wired-cable-featuring-microphone-i294599982.html,https://static-01.daraz.com.bd/p/0f1904d912aa0e5654ffd7cb1e514ef5.jpg
Samsung AKG Type-C Earphones Headphone-black,336071857,450.0,195.0,,4.25,55,Dhaka,L&M Mart,700509876080,550,//www.daraz.com.bd/products/samsung-akg-c-i336071857.html,https://static-01.daraz.com.bd/p/8e26bf3d651fd01c9a06d42079221c54.png
Mobile Gaming Headphone Dual Speaker Super Bass Stereo In - Ear Earphone With 3.5mm Plug,286741098,347.0,217.0,,3.95,38,Dhaka,Premium Market BD,700530021462,301,//www.daraz.com.bd/products/35mm-i286741098.html,https://static-01.daraz.com.bd/p/35463c3e0c742309df7bbae757a0e6dd.jpg
Mi In Ear Earphone Best Bass Sound Quality For All Android - White Color  MI In Ear Earphone Good Bass Sound Quality For All Android - White Color  Ultra deep bass MI Earphone Basic (with Mic)  For Vivo/Oppo/MI,220389502,149.0,55.0,,4.02,90,Dhaka,Happy Rimjhim Shop,700508883868,941,//www.daraz.com.bd/products/mi-purmi-mi-vivooppomi-i220389502.html,https://static-01.daraz.com.bd/p/65e2ae7fdeaed2133422267cddd7397f.jpg
BASEUS Encok Type-C Lateral In-ear Wired Earphone Music Headset C17 - White - Headphone - Headphone - Ear Phone - Earphone,274058177,800.0,650.0,,4.46,26,Dhaka,AJ TELECOM,700508082105,169,//www.daraz.com.bd/products/baseus-encok-type-c-lateral-in-ear-wired-earphone-music-headset-c17-white-headphone-headphone-ear-phone-earphone-i274058177.html,https://static-01.daraz.com.bd/p/cf22df5591d338999177eefd0179792e.jpg
GEEOO X10-Powerful Sound and Strong Bass Wired Earphone - Headphone With Plastic Caching,360378155,350.0,189.0,,4.67,12,Dhaka,AL-MADANI SHOP,700659024431,65,//www.daraz.com.bd/products/geeoo-x10-powerful-i360378155.html,https://static-01.daraz.com.bd/p/10e19f15b8b84d8baa8115ca61f1b72f.jpg
মাইক্রোফোন এবং পাউচ ব্যাগ সহ uiisii hm13 ইন-ইয়ার ইয়ারফোন ডায়নামিক ইয়ারফোন,389215270,451.0,399.0,,0.0,0,Dhaka,AMAR BAZAR 1,700704896028,0,//www.daraz.com.bd/products/uiisii-hm13-i389215270.html,https://static-01.daraz.com.bd/p/02b2c929a1500669d932a5b26ff1b354.jpg
RIVO EP 103 Earphone Deep Bass Eparphone Gaming Earphone [4 Months Warranty],323964638,599.0,379.0,,4.51,186,Dhaka,ABIRSHOP BD,700567136385,859,//www.daraz.com.bd/products/rivo-ep-103-i323964638.html,https://static-01.daraz.com.bd/p/20d05101616654ffdd6258f73906471f.jpg
UiiSii HM13 Wired In-Ear Headphone with Mic - Ear Phone,280751401,799.0,280.0,,3.96,158,Dhaka,Subaita Dreamland,700519407494,895,//www.daraz.com.bd/products/uiisii-hm13-wired-in-ear-headphone-with-mic-ear-phone-i280751401.html,https://static-01.daraz.com.bd/p/344b46fccae033bd563b7ba83713bdfc.jpg
Cute Cartoon Rabbit Wired Earphone Headphone With Microphone for Girls H,361147178,400.0,300.0,,3.92,37,Dhaka,Village-Beside,700509906069,178,//www.daraz.com.bd/products/h-i361147178.html,https://static-01.daraz.com.bd/p/27bedcd4452198392bd6ccd04207afe7.jpg
QKZ DM7 In-Ear Earphone,387251311,1500.0,650.0,,0.0,0,Dhaka,Amazing Gadget Shop,700705040136,0,//www.daraz.com.bd/products/qkz-dm7-i387251311.html,https://static-01.daraz.com.bd/p/8ac430553abc0153d6a5f972dc1ec2a6.jpg
REMAX RM-510 HIGH PERFORMANCE EARPHONES by All Rounder Gadget,343925136,216.0,179.0,,3.81,16,Dhaka,All Rounder Gadget,700648000012,202,//www.daraz.com.bd/products/remax-rm-510-i343925136.html,https://static-01.daraz.com.bd/p/049e698a6e3fc6bcdc2dedb1846f22fe.jpg
Lenovo HE05x Sports Magnetic Wireless Earphones - Black  - Headphone - Ear Phone - Earphone,362729040,550.0,275.0,,1.0,1,Dhaka,Siam Shop BD,700590496184,10,//www.daraz.com.bd/products/lenovo-he05x-i362729040.html,https://static-01.daraz.com.bd/p/c76390be9cf0fc7b79d9ffdf929b53d5.jpg
Remax RM-510 In-Ear Earphone With Metal Box High Performance Touch Music Wired a Bass,131478075,550.0,459.0,,4.43,674,Dhaka,Jahan Telecom and photocopy center,4277,3.3K,//www.daraz.com.bd/products/remax-rm-510-i131478075.html,https://static-01.daraz.com.bd/p/5271627c761402dad7eacdb52774a1e8.jpg
For Apple Lighting Earphone With Microphone- Apple EarPods with Lightning Connector In Ear Earphones And Headphone With Microphone For iPhone 14/13/12/11/x/xr/8/7/6 All Lightning Devices,346925771,-1.0,299.0,,4.62,8,Khulna,Pixel Gadget,700532682047,101,//www.daraz.com.bd/products/14131211xxr876-i346925771.html,https://static-01.daraz.com.bd/p/270f6b469a0d80a27a6254d545b4ca93.jpg
BLON BL05 2nd Generation 10mm CNT Diaphragm HiFi in-Ear Earphone,392109015,4500.0,3730.0,,0.0,0,Dhaka,Trendy Tech.,700512036671,0,//www.daraz.com.bd/products/blon-bl05-2nd-10mm-cnt-hifi-i392109015.html,https://static-01.daraz.com.bd/p/f9c2db703e94cd323c2914f6960a211a.jpg
ph KT02 3.5mm Earbuds In-Ear Headphones With Microphone Bass HiFi Earphones For Streaming Karaoke Earbuds,318834002,950.0,660.0,,4.47,19,Dhaka,Penghuhu Store,700515306917,210,//www.daraz.com.bd/products/hifi-ph-kt02-35mm-i318834002.html,https://static-01.daraz.com.bd/p/e54f89c24dc88d0ab99399a17eaf8e56.jpg
Dual-action Coil Dual-speaker Headset with Mic Wired In-ear Earphone,343698092,399.0,138.0,,4.19,42,Mymensingh,A Zannat e-Sheba,700556901575,582,//www.daraz.com.bd/products/-i343698092.html,https://static-01.daraz.com.bd/p/1ac7faca340b9f7de57566149e6e8dc7.jpg
Wire Control Headset for Smartphone 3.5mm In-ear Wired Microphone Volume Control Headset Earphone - Headphone-Black,393688204,200.0,110.0,,0.0,0,Dhaka,Samir_Enterprise_BD,700545585881,24,//www.daraz.com.bd/products/35mm-i393688204.html,https://static-01.daraz.com.bd/p/b6a805d50ce95b12a6a9b75da50de147.png
QKZ DM10 Zinc Alloy HiFi  Earphones,2528297,690.0,360.0,,4.43,4406,Dhaka,Gadgets Lab,6024,26.5K,//www.daraz.com.bd/products/qkz-dm10-zinc-alloy-hifi-earphones-i2528297.html,https://static-01.daraz.com.bd/p/1b05ee95493bba306b02b11b69af72c0.jpg
TOPK Earphone In-Ear Volume Control with Microphone 3.5mm Jack Universal for iPhone Android,397598283,602.0,211.0,,4.86,17,Overseas,Any 3 Deal,700704640826,165,//www.daraz.com.bd/products/35-topk-i397598283.html,https://bd-live-21.slatic.net/kf/Se62efbbc6a9c41ee8ed8c3e4aa1f6ad1t.jpg
QKZ DM10 HiFi Earphone In Ear Earphones,198859157,700.0,365.0,,4.17,850,Dhaka,Time Square,700507455016,4.6K,//www.daraz.com.bd/products/qkz-dm10-hifi-earphone-in-ear-earphones-i198859157.html,https://static-01.daraz.com.bd/p/75f596c980a281ff108fa63b58a2d51a.jpg
Cute Cartoon Rabbit Wired Earphone With Microphone For Girls - Headphone - Headphone,259844933,800.0,330.0,,4.2,623,Dhaka,Villagie Store,700519308702,3.3K,//www.daraz.com.bd/products/cute-cartoon-rabbit-wired-earphone-with-microphone-for-girls-headphone-headphone-i259844933.html,https://static-01.daraz.com.bd/p/ecaa1002f6b3d13db588c6524fa73069.jpg
Baseus Encok CZ11 HZ11 Wired Earphones For Samsung XiaoMi Huawei Vivo appo Phone Sports Wire Control Ulta Low Latency,401155870,610.0,579.0,,4.2,10,Dhaka,Baseus Official Store,700630368887,214,//www.daraz.com.bd/products/samsung-xiaomi-huawei-vivo-apo-ulta-baseus-cz11-hz11-i401155870.html,https://ph-live.slatic.net/p/5e11751ba809afd5e747af6051d7230c.jpg
G6 G9 G20 Gaming Earphone For Pubg PS4 CSGO Casque Games Headset 7.1 With Mic Volume Control PC Gamer Earphones,239532922,790.0,550.0,,4.39,77,Dhaka,Guoran Leer,1037743,530,//www.daraz.com.bd/products/pubg-ps4-csgo-g6-g9-g20-71-i239532922.html,https://static-01.daraz.com.bd/p/a42ae9edd12fadb161a40f121562bc40.jpg
MKB M-60 Earphones,394921828,290.0,190.0,,0.0,0,Dhaka,Apearis,700579552052,6,//www.daraz.com.bd/products/mkb-m-60-i394921828.html,https://static-01.daraz.com.bd/p/13e3a759d957126e84b96fcf912ecca3.jpg
Super bass In-ear earpiece earphones for all brands Compatible with,389882565,-1.0,119.0,,0.0,0,Dhaka,Shamim store Dhaka,700694976024,26,//www.daraz.com.bd/products/-i389882565.html,https://static-01.daraz.com.bd/p/5386f64692cd82f5458b8b06d838da1b.jpg
Super Headphone For All phones Wired Headset with Mic - White,184475273,250.0,99.0,,3.85,267,Dhaka,Rimjhim Shop,700508532486,2.6K,//www.daraz.com.bd/products/super-headphone-for-all-phones-wired-headset-with-mic-white-i184475273.html,https://static-01.daraz.com.bd/p/3785f6f842a7c06a974f2e667a1baafa.jpg
Transparent Bluetooth Headset Binaural Wireless LED Digital Display Stereo In Ear Motion Long Life For Men And Women,402480951,1378.0,689.0,,5.0,10,Overseas,Any 3 Deal,700704640826,106,//www.daraz.com.bd/products/led-i402480951.html,https://bd-live-21.slatic.net/kf/S138a46c395304aee9af27d91e416b39br.jpg
Remax Rm-711 ওয়্যার কন্ট্রোলড ইয়ারপ্লাগ টাইপ ইয়ারফোন(Null) - Headphone,213786085,350.0,215.0,,3.91,158,Chattogram,GADGET CORNER CHATTOGRAM (CTG),700508805775,839,//www.daraz.com.bd/products/remax-rm-711-null-headphone-i213786085.html,https://static-01.daraz.com.bd/p/bbc74e3402c27e120b9986d158cb909e.jpg
UGREEN Aux Earbuds Earphones 3.5mm Handsfree Wired Headphones Volume Control Noise Isolating Stereo Sound with Microphone For Android MP3 MP4 Pad,183427192,2599.0,1859.0,,4.5,499,Dhaka,UGREEN,700507857246,1.5K,//www.daraz.com.bd/products/mp3-mp4-ugreen-aux-35mm-i183427192.html,https://static-01.daraz.com.bd/p/28695423173794647813eec6940f2bbf.jpg
Earphone One_Plus With Mic Deep Bass For All Android Smartphone - Headphone,234037167,180.0,65.0,,3.4,188,Dhaka,Meghla Shop,700505022134,2.2K,//www.daraz.com.bd/products/one_plus-i234037167.html,https://static-01.daraz.com.bd/p/d6db17e44a3a4b983506648397bfeed9.jpg
Vivo In Year Yearphone is the best sound quality-white with free one - Emphasizing Value,391650362,280.0,111.0,,0.0,0,Dhaka,Magura Online Shop Eleven,700531344889,11,//www.daraz.com.bd/products/vivo-i391650362.html,https://static-01.daraz.com.bd/p/7dead8c546e1f811c2392e2293c1fb43.png
Realme Stereo Wired Earphone RMA101,391471964,100.0,43.0,,3.0,1,Dhaka,Magura Online Shop Twelve,700560531153,15,//www.daraz.com.bd/products/realme-rma101-i391471964.html,https://static-01.daraz.com.bd/p/bd26834ade8a18f542559521978b2b29.png
REMAX RM-510 High Performance Earphones REMAX RM 510 Wired Earphone Remax RM 510 Wired In-ear Stereo Music Headset with Mic wire control function,391056636,600.0,182.0,,0.0,0,Dhaka,Magura Online Shop One,700711504479,11,//www.daraz.com.bd/products/remax-rm-510-remax-rm-510-remax-rm-510-i391056636.html,https://static-01.daraz.com.bd/p/7fbe39b678291a55df66bc29fa6934b3.png
QKZ DM10 Zinc Alloy HiFi Earphone In Ear Earphone,389234044,350.0,199.0,,4.0,1,Dhaka,SM GADGET HOME,700705168342,9,//www.daraz.com.bd/products/qkz-dm10-hifi-i389234044.html,https://static-01.daraz.com.bd/p/8fae0389132b04a7fb12c566e5120793.jpg
DM10 - In-Ear Earphone - Black - Headphone - Headphone,386602548,400.0,195.0,,0.0,0,Dhaka,Zian shop,700698464082,19,//www.daraz.com.bd/products/dm10-i386602548.html,https://static-01.daraz.com.bd/p/d8e4cc488e5dc9cd2b4f53fab8e42b72.png
REMAX RM 510 Wired Earphone new unique headphone black,391408181,370.0,175.0,,0.0,0,Dhaka,Magura Online Shop One,700711504479,0,//www.daraz.com.bd/products/remax-rm-510-i391408181.html,https://static-01.daraz.com.bd/p/f5002aecb9bc5ad9b117f98b3f731f25.png
Wiresto In-Ear Headphones Earphone Wired Earbuds Sport In Ear Headphone Stereo Headset Alloy Half In Ear Subwoofer Wired Headset 3.5mm Jack Wired Cable Music Headphone HIFI Sound Quality Headphone,135586490,848.0,509.0,,4.21,385,Dhaka,Wiresto,700507008010,1.8K,//www.daraz.com.bd/products/wiresto-35mm-hifi-i135586490.html,https://static-01.daraz.com.bd/p/83b533c211552da2007296dd7cff607b.jpg
"QKZ DM 9 Zinc Alloy Hifi Earphones Gaming High Stereo Bus Sound In Ear Earphones,magnetic earphones(Original)",391441484,500.0,280.0,,3.33,3,Dhaka,Magura Online Shop Twelve,700560531153,44,//www.daraz.com.bd/products/qkz-dm-9-hifi-i391441484.html,https://static-01.daraz.com.bd/p/024431bed55fd492ac960561e4ead190.png
Creative High Bass Audio Earphone with Pouch EP-530 Orignal Premium -(Black),392943524,300.0,148.0,,0.0,0,Dhaka,KS Enterprise BD,700644128896,0,//www.daraz.com.bd/products/ep-530-i392943524.html,https://static-01.daraz.com.bd/p/5fa66167b6a5ad9573569782b1c5c3f2.jpg
X2 Sports Wired InEar Headset Subwoofer Mobile Phone Headset,402013805,878.0,307.0,,4.83,6,Overseas,Any 3 Deal,700704640826,85,//www.daraz.com.bd/products/-i402013805.html,https://bd-live-21.slatic.net/kf/Sd28fcb9e94d043e4b0e5cdb85bc1a2c3c.jpg
Creative High Bass Audio Earphone with Pouch EP-530 Orignal Premium -(Black),392939887,300.0,148.0,,0.0,0,Dhaka,Kazi Gadgets Store,700530657292,7,//www.daraz.com.bd/products/ep-530-i392939887.html,https://static-01.daraz.com.bd/p/de81480c0673a0c55cc22d9fa5813c4d.jpg
REMAX RM 510 Wired Earphone new unique headphone black,391035270,700.0,185.0,,3.0,1,Dhaka,Magura Online Shop Two,700711664462,8,//www.daraz.com.bd/products/remax-rm-510-i391035270.html,https://static-01.daraz.com.bd/p/f5002aecb9bc5ad9b117f98b3f731f25.png
Realme Earphone RMA101 Buy 1 Get 1 Free,337935355,300.0,95.0,,3.67,72,Dhaka,SFS WORLD,700634192209,571,//www.daraz.com.bd/products/realme-rma101-1-1-i337935355.html,https://static-01.daraz.com.bd/p/4edb77840d2577a64391adae92059a87.jpg
"KZ Wired Earphone Cable for KZ ZSX, ZSN Pro, ZS10 Pro - With MIC",307434255,700.0,310.0,,4.27,93,Chattogram,Pixel.,1005819,583,//www.daraz.com.bd/products/kz-zsx-zsn-pro-zs10-pro-kz-i307434255.html,https://static-01.daraz.com.bd/p/660cae724a72047317ceb717fccf73f2.jpg
DM7 Zinc Alloy Hifi Super Bass In Ear Earphones - Black - Headphone - Headphone,2539082,920.0,410.0,,4.39,1241,Dhaka,Gadgets Lab,6024,5.4K,//www.daraz.com.bd/products/dm7-zinc-alloy-hifi-super-bass-in-ear-earphones-black-headphone-headphone-i2539082.html,https://static-01.daraz.com.bd/p/fab2c95fdc7121e64f08781627c2a22e.jpg
3.5mm Super bass In-ear earpiece earphones for all brands Compatible with Vivo Samsung Huawei Xiaomi OPPO Symphony Walton High-Quality In-ear Earphone for Vivo,233918848,200.0,90.0,,4.11,73,Dhaka,SM Trust Shop,700508325493,649,//www.daraz.com.bd/products/35mm-super-bass-in-ear-earpiece-earphones-for-all-brands-compatible-with-vivo-samsung-huawei-xiaomi-oppo-symphony-walton-high-quality-in-ear-earphone-for-vivo-i233918848.html,https://static-01.daraz.com.bd/p/f7fee4659fef3985f593770055158158.jpg
Akg Type C Super Bass Earphone With Pouch Headphone,411755119,750.0,180.0,,5.0,1,Dhaka,Shenzhen Gadgets ,700722096382,26,//www.daraz.com.bd/products/akg-c-i411755119.html,https://static-01.daraz.com.bd/p/2f0a7bf272341c286ccb6573c0a74f00.jpg
badgeQKZ DM10 HiFi Earphone In Ear Earphones,391061675,800.0,198.0,,0.0,0,Dhaka,Magura Online Shop One,700711504479,0,//www.daraz.com.bd/products/badgeqkz-dm10-hifi-i391061675.html,https://static-01.daraz.com.bd/p/f449d78d51dee27689041ab3fe67c38f.png
UiiSii HM13 In-Ear Earphone Dynamic Earphone with Microphone and Pouch Bag,387715680,985.0,299.0,,4.49,35,Dhaka,JH Tech,700705408154,212,//www.daraz.com.bd/products/uiisii-hm13-i387715680.html,https://static-01.daraz.com.bd/p/d71d12171660261e86040c4353283fb0.jpg
DM10 QKZ DM10 Zinc Alloy HiFi In Ear Earphones QKZ DM10 3.5mm Wired In-Ear Earphone- Dreamy DeaLs,391059121,500.0,193.0,,5.0,1,Dhaka,Magura Online Shop One,700711504479,0,//www.daraz.com.bd/products/dm10-qkz-dm10-hifi-qkz-dm10-35mm-i391059121.html,https://static-01.daraz.com.bd/p/c6f962843b0adfe5da76ac45e21515da.png
TRN MT1 10MM Dual Magnet Dynamic Driver Professional Grade In-Ear Monitor Earphone Transparent Earphone,368578035,1250.0,648.0,,5.0,5,Dhaka,ABIRSHOP BD,700567136385,32,//www.daraz.com.bd/products/trn-mt1-10mm-i368578035.html,https://static-01.daraz.com.bd/p/3cd179ab416ce3b33901b8562391c569.jpg
DM10 QKZ DM10 Zinc Alloy HiFi In Ear Earphones QKZ DM10 3.5mm Wired In-Ear Earphone- Dreamy DeaLs,390984563,270.0,217.0,,0.0,0,Dhaka,Magura Online Shop Two,700711664462,9,//www.daraz.com.bd/products/dm10-qkz-dm10-hifi-qkz-dm10-35mm-i390984563.html,https://static-01.daraz.com.bd/p/2f88288177349a1e8ffb07bd37eed4a3.png
REMAX RM-510 High Performance Earphones REMAX RM 510 Wired Earphone Remax RM 510 Wired In-ear Stereo Music Headset with Mic wire control function,391639884,690.0,195.0,,5.0,1,Dhaka,Magura Online Shop Eleven,700531344889,0,//www.daraz.com.bd/products/remax-rm-510-remax-rm-510-remax-rm-510-i391639884.html,https://static-01.daraz.com.bd/p/ac6eed3885504f2819e42d48ca30155e.png
UiiSii HM12 Gaming Headset On-Ear Deep Bass Good Treble Earphone,215004857,-1.0,999.0,,5.0,16,Dhaka,EtZ 5209,700509396376,764,//www.daraz.com.bd/products/uiisii-hm12-i215004857.html,https://static-01.daraz.com.bd/p/9d6f4f17b0c8ddbf81368d9f4363ef32.jpg
Akg_Super Bass Earphone With Pouch Box Samsung Headphone - Headphone - Ear Phone,324358387,500.0,185.0,,4.52,229,Dhaka,Western Fashion Mart ,700527078303,1.7K,//www.daraz.com.bd/products/akg_super-samsung-i324358387.html,https://bd-live-21.slatic.net/kf/S5eaff56ca8ee4e039c577a19bfe8148fU.jpg
UiiSii HM13 In-Ear Dynamic Heavy Bass Metal Earphone with Microphone - Reliable Accessory-Headphone,164184166,450.0,395.0,,4.32,293,Dhaka,Trendy Buy,700506687011,1.6K,//www.daraz.com.bd/products/uiisii-hm13-in-ear-dynamic-heavy-bass-metal-earphone-with-microphone-reliable-accessory-headphone-i164184166.html,https://static-01.daraz.com.bd/p/fc0a469e298ce7c9b4e341c1671a512d.jpg
Original A6S TWS Headset Wireless Earphones Bluetooth Headphones Sport Stereo Fone Bluetooth Earbuds for Xiaomi Huawei iPhone,401654241,826.0,413.0,,4.11,15327,Overseas,Any 3 Deal,700704640826,99.2K,//www.daraz.com.bd/products/xiaomi-huawei-iphone-tws-i401654241.html,https://bd-live-21.slatic.net/kf/S6fbef481e66d403cad86f899bb9609456.jpg
ORIGINAL REMAX RM-512 IN-EAR 3.5 MM STEREO EARPHONE,368409268,450.0,90.0,,3.98,101,Dhaka,Wholesale Mart - Choice..Selection,700690176807,682,//www.daraz.com.bd/products/original-remax-rm-512-in-ear-35-mm-stereo-earphone-i368409268.html,https://bd-live-21.slatic.net/kf/S8ba1a4206d1440cfafb1c51e735d2f36M.jpg
